1,201910183220.5,[发明],一种从电子废弃物中回收铜的方法,http://www2.soopat.com/Patent/201910183220,江西理工大学,摘要:本发明属于电子废弃物回收利用技术领域，具体涉及一种从电子废弃物中回收铜的方法。该方法先将电子废弃物破碎，加入稀酸溶液进行溶解，得到含铜溶液；然后向所述含铜溶液中加入硫化物，沉淀其中的铜离子，调节pH，得混合物；浮选步骤：向上述混合物中加入捕收剂和起泡剂进行浮选操作，分离得浮渣和净化水，浮渣即为铜精矿。本发明提供的方法具有工艺过程简单，成本低，不仅可有效回收铜，还可实现电子废物的处理，经本发明方法处理后，浮选得到的铜可直接作为铜资源利用，铜的回收率达到98％以上，所得浮渣中铜品位达到15％以上，最高可以达到45％，得到的净化水中铜的浓度小于0.5mg/L，可达到GB21900‑2008标准。
2,201710192797.3;107143856B,[发明授权],一种电子废弃物热解炉,http://www2.soopat.com/Patent/201710192797?lx=FMSQ,中南大学,摘要:本发明公开了一种电子废弃物热解炉，其包括热解炉炉体、燃烧系统、传送系统和电气控制系统；所述热解炉炉体为卧式，所述热解炉炉体的炉头设有进料口，炉尾设有出料口，炉头至炉尾之间区域依次分为预热段、热解段、保温段和冷却段；所述热解炉炉体底部设有封闭热解炉炉体加热托板；所述传送系统包括环形皮带和拖轮组，所述环形皮带的两端架设在拖轮组上，上行部分架设在加热托板上；所述燃烧系统设置在热解炉炉体的热解段和保温段的正下方；该电子废弃物热解炉具有低碳高效、密封性能好、可自动连续处理，特别适用于电子废弃物处理。
3,201610328957.8;105833932B,[发明授权],电子废弃物剪切破碎装置,http://www2.soopat.com/Patent/201610328957?lx=FMSQ,山西省交通科学研究院,摘要:发明属于固体废弃物回收处理领域，涉及一种电子废弃物剪切破碎装置，包括箱体、进料口、出料口、工作台、传送装置、一级破碎机构、二级破碎机构以及驱动装置；箱体顶部以及底部分别设置有进料口以及出料口；工作台设在箱体内部；传送装置以及一级破碎机构分别设置在工作台上；二级破碎机构以及驱动装置分别设置在工作台底部并置于箱体内部；待剪切破碎电子废弃物通过进料口后依次经由传送装置、一级破碎机构以及二级破碎机构后由出料口排出；驱动装置分别与传送装置以及二级破碎机构相连并分别驱动传送装置以及二级破碎机构进行作业。本发明提供了一种破碎效果好、破碎效率高以及运行稳定可靠的电子废弃物剪切破碎装置。
4,201911129719.4,[发明],一种电子元器件废弃物破碎处理设备,http://www2.soopat.com/Patent/201911129719,苏州德鑫美电子科技有限公司,摘要:本发明公开了一种电子元器件废弃物破碎处理设备，包括处理箱和破碎箱，所述破碎箱固定在处理箱的右侧下端表面，且破碎箱通过通口与处理箱内部连通，所述处理箱的左侧上端连接有进料口，且进料口与处理箱内部连通，进料口下端右侧的处理箱内竖向固定有挡板，且挡板与左侧的处理箱内壁内部均嵌入固定有电热管，处理箱的底部斜向焊接固定有滤网，滤网的右侧位于通口的下方。本发明通过在挡板和左侧的处理箱内壁内部均嵌入固定有电热管，在焊接有多个元器件的电路板落下的过程中，会加热表面的锡焊，使其融化，从而可以将电路板和元器件较为方便的分离，然后再对电路板进行破碎处理，可以实现回收部分元件的目的。
5,201910732395.7,[发明],一种汽车电子废弃物回收设备,http://www2.soopat.com/Patent/201910732395,广东新润环保技术研发有限公司,摘要:本发明公开一种汽车电子废弃物回收设备，包括颚式破碎机、展平输送带、激光切割机、搅拌破碎机以及水力分离设备，所述展平输送带上方设有展平辊，展平输送带与搅拌破碎机之间设有第一滑道，且展平输送带与第一滑道之间具有缝隙，缝隙的正上方为激光切割机。水力分离设备上部设有至少一组V型槽，且V型槽上端与水面齐平，V型槽两侧设有射流管，射流管于水面推动浮于水面上的物料进入V型槽中，V型槽穿过水力分离设备侧壁为出料口，且出料口对接有第二滑道，第二滑道连接塑料收集池。实施本发明对所有汽车电子废弃物进行统一分解筛分，以彻底分离金属与其他轻质物料，达到回收及再生处理的目的。
6,201810140409.1,[发明],一种从电子废弃物中提取银的方法,http://www2.soopat.com/Patent/201810140409,洪福安,摘要:本发明公开了一种从电子废弃物中提取银的方法，包括如下步骤：将脱银粉与适量水混合后形成脱银液倒入塑料电解槽中，通过整流机通电进行电解退镀15～25min，通过阳极分解银离子，通过阴极吸咐银离子；上述脱银液在塑料电解槽里循环使用，适时补充不外排。
7,201811198568.3,[发明],餐食废弃物和农林废弃物混合去污方法及网络系统,http://www2.soopat.com/Patent/201811198568,西安慧博习兆信息技术有限公司,摘要:一种餐食废弃物和农林废弃物去污方法，其方法是：利用置放在餐食废弃物和农林废弃物产地的去污装置，以农林废弃物做混合填充料对餐食废弃物进行实时地去污化处理成次生无污染消纳产品并封装。还将去污处理过程生成的、附着了去污者可信标识的质量数据码电子单据的信息与餐食废弃物和农林废弃物管理系统网络进行可信交互。餐食废弃物和农林废弃物去污系统，所述的系统组成多平台餐食废弃物和农林废弃物处理网络管理系统，包含有：餐食废弃物和农林废弃物处理信息网传数据平台、餐食废弃物和农林废弃物处理物流数据平台、餐食废弃物和农林废弃物处理资金结算数据平台、餐食废弃物和农林废弃物处理征信数据平台。
8,201721286606.1,[实用新型],一种电子废弃物处理用输送辊,http://www2.soopat.com/Patent/201721286606,苏州伟翔电子废弃物处理技术有限公司,摘要:本实用新型公开了一种电子废弃物处理用输送辊，包括输送槽，输送槽内部上端设有运输辊，输送槽内部下端设有隔板，隔板左右两侧设有开口，开口下侧设有粉尘存储腔，粉尘存储腔内侧设有密封腔，密封腔内侧设有凹口，隔板上侧中部设有滑动板，滑动板上侧设有毛刷，滑动板前后两侧设有连接杆，连接杆外侧设有滑块，滑块设在滑槽内部，输送槽内部左端设有电机，电机右侧设有丝杆，丝杆上设有滑动块，滑槽下侧左端设有控制面板，输送槽下侧下侧四角设有支撑柱，支撑柱下侧设有支撑脚，支撑脚下侧设有支撑块。本实用新型可以有效地方便了保证输送槽内部和输送辊表面的洁净，这样可以有效地保护了周围的环境。
9,201721286610.8,[实用新型],一种电子废弃物处理用输送带,http://www2.soopat.com/Patent/201721286610,苏州伟翔电子废弃物处理技术有限公司,摘要:本实用新型公开了一种电子废弃物处理用输送带，包括前后两端的支架，支架之间设有皮带，皮带内部右端设有从动辊，从动辊内部设有从动轴，皮带内部左侧设有主动辊，主动辊内部设有主动轴，主动轴前侧设有第一电机，第一电机外侧设有保护罩，保护罩右侧设有控制面板，支架上端内部前后两侧设有连接罩，连接罩内部设有连接辊，连接辊内侧设有连接轴，支架下端之间设有连接板，连接板下侧前后两端设有伸缩杆，伸缩杆下端内侧设有丝杆，丝杆下侧设有第二电机，第二电机外侧设有支撑管，支撑管下侧设有支撑脚。本实用新型可以有效地调节输送带支撑装置的高度，这样在地面不平的情况下，前后两侧的连接辊可以有效地保证皮带的平衡，减少了皮带的磨损。
10,201810954739.4,[发明],一种固态废弃物焚烧处理方法,http://www2.soopat.com/Patent/201810954739,肖成美,地址：310018 浙江省杭州市经开区白杨街道2号大街1158号杭州电子科技大学摘要:本发明涉及固态废物处理技术领域，具体的说是一种固态废弃物焚烧处理方法，该方法包括以下步骤：S1，将固态废弃物与煤粉均匀混合；S2，将S1中混合后的固态废弃物装入脱水处理装置中，对固态废弃物中的水分进行去除，该步骤中脱去固态废弃物中80％的水分；S3，将S2中脱水后的固态废弃物放入垃圾焚烧炉中进行燃烧。本方法通过脱去固态废弃物中80％的水分，并且在固态废弃物中掺杂煤粉，大大提高了固态废弃物的燃烧强度，有利于固态废弃物的充分燃烧。
